Client Name,Lobbyist,ABN
Plumbing Industry Climate Action Centre,Michelson Alexander Pty Ltd,50 660 359 866
Plotlogic Pty Ltd,GRACosway Pty Ltd,50 082 123 822
Plenti Pty Limited,GRACosway Pty Ltd,50 082 123 822
Plenary Group,Anacta Strategies Pty Ltd,64 633 978 677
Pro-Invest HotelsBrisbane Hydrus Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Platinum on Duporth Pty Ltd,Precise Hospitality Licensing,46220117164
PLATEAU PLANTS,Walsh Stevens,18084661441
POS Brisbane Pty Ltd,Jacaranda Advisory,41 673 550 487
PIZZA PAN GROUP PTY LTD,Groundswell Leaders,33 103 434 840
Pinzone Fishing Enterprises,Project Urban Pty Ltd,97 608 895 923
Pine Rivers Memorial Bowls Club,DWS Hospitality Specialists,50 113 985 247
Polestar,PolicyWonks,50 463 070 316
Players Showgirls Pty Ltd,Commercial Licensing Specialists,33 134 318 595
PMI Australia,Woodhill Communication Pty Ltd,62 613 694 189
Pilatus Australia Pty Ltd,Chris Schacht,19 927 269 400
Pikos Group,Social Impact (Qld),13 112 982 323
Pickwick Group,BB Win Win Outcomes,91 671 079 056
Pinssar Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
Phosphate International,Anacta Strategies Pty Ltd,64 633 978 677
Phonographic Performance Company of Australia,TG Public Affairs,23630677673
Pilbara Iron Company (Services) Pty Ltd,CGM Communications Pty Ltd,66 619 642 858
Perry Cross Spinal Research,Promedia Public Relations,52 010 453 826
PepsiCo Australia & New Zealand,GRACosway Pty Ltd,50 082 123 822
Port of Newcastle,DPG Advisory Solutions Pty Ltd,14 634 403 115
Pepè Italia,Jacaranda Advisory,41 673 550 487
PEP Services Pty Limited,GRACosway Pty Ltd,50 082 123 822
Pindan Group,Promedia Public Relations,52 010 453 826
Pembroke Resources Pty Ltd,Next Level Strategic Services,27 613 857 668
Pelvic Pain Foundation,SEC Newgate,38162366056
Pathology Technology Australia,London Agency,73145352147
Pathology Awareness Australia,London Agency,73145352147
Paradise R Us Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Paradise Garden Development Pty Ltd,BBS Communications Group Pty Ltd,34 010 899 779
Photonis Technologies SAS,Pynfall Pty Ltd,39 008 566 943
Paradise Cocktails & Syrups Pty Ltd,Commercial Licensing Specialists,33 134 318 595
PANDA - Perinatal Anxiety & Depression Australia Inc,John Connolly & Partners,50 056 165 827
Pancare Foundation,Bossy Group,24166898488
Palliser Capital,GRACosway Pty Ltd,50 082 123 822
PAL Aerospace,CMAX Advisory,73 130 740 546
Pain Australia,Ogilvy PR Agency Pty Limited,89 096 965 794
Pact,Hawker Britton,79 109 681 405
Pacific Energy Group,PolicyWonks,50 463 070 316
Pandana Capital Pty Ltd,Staerk Government and Media,32 844 592 574
Penske Power Systems,TG Public Affairs,23630677673
Ovarian Cancer Australia Limited,GRACosway Pty Ltd,50 082 123 822
Outside School Hours Council of Australia Ltd,GRACosway Pty Ltd,50 082 123 822
Outdoor Media Association,Spring Street Advisory,92 603 411 650
Orion Health,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS,52 159 456 685
Orica Australia Pty Ltd,Hawker Britton,79 109 681 405
Optiver Pty Ltd,DPG Advisory Solutions Pty Ltd,14 634 403 115
Phosphate Resources Limited,TG Public Affairs,23630677673
Optio Capital Pty Ltd,Social Impact (Qld),13 112 982 323
Optimise Energy Solutions Pty Ltd,Chikarovski & Associates Pty Ltd,92 715 851 492
Online Brands Group,LK Creative Pty Ltd,ACN 140  857 432
One Project Management Group,Jutsum Advisory Pty Ltd,68 973 583 422
One Park Lane Developments Pty Ltd,Jutsum Advisory Pty Ltd,68 973 583 422
Omni Bridgeway Limited,GRACosway Pty Ltd,50 082 123 822
Omega Oil and Gas Limited,SAS Group,33 136 520 548
Ohana for Youth,Jutsum Advisory Pty Ltd,68 973 583 422
Ochre Health Pty Ltd,Project Urban Pty Ltd,97 608 895 923
PACIFIC BIOTECHNOLOGIES (AUSTRALIA) PTY LTD,DPG Advisory Solutions Pty Ltd,14 634 403 115
P. & B. BULTE (NO 2) PTY. LTD,CMAX Advisory,73 130 740 546
NT Pubco Pty Ltd,MB Liquor Licensing,52 651 224 609
Novavax Inc,Nexus APAC Pty Ltd,76 615 655 699
Novartis,Ogilvy PR Agency Pty Limited,89 096 965 794
Novapharm,Next Level Strategic Services,27 613 857 668
NOVA SYSTEMS AUSTRALIA PTY LTD,CMAX Advisory,73 130 740 546
Officeworks,SEC Newgate,38162366056
Oasis Catering Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Northern Queensland PHN,The Inner Circle Strategic Advisory,75634265311
North Harbour Holdings Pty Ltd,Empower Pty Ltd,33633821366
NIOA,PolicyWonks,50 463 070 316
PEXA,Iemma Patterson Premier Advisory,53 830 148 273
Nexport Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
NORTHWEST HEALTHCARE PROPERTIES MANAGEMENT PTY LIMITED,GRACosway Pty Ltd,50 082 123 822
Northrop Grumman International,CMAX Advisory,73 130 740 546
New Gympie Gold,Next Level Strategic Services,27 613 857 668
Network Building Solutions,Cornerstone Group,9915 3936 719
Nestle Australia,Wilkinson Butler,95164204111
Nerang RSL,Promedia Public Relations,52 010 453 826
Newcastle Airport,DPG Advisory Solutions Pty Ltd,14 634 403 115
NEP Broadcast Services,Next Level Strategic Services,27 613 857 668
New Hope Group,Momentum Strategic Communication Services,66 196 172 628
Navantia,CMAX Advisory,73 130 740 546
Nufarm Australia,CMAX Advisory,73 130 740 546
National Retail Association ,TG Public Affairs,23630677673
National Automotive Leasing & Salary Packaging Association,Profile Consulting (Aust) Pty Ltd,47 166 122 434
Neoen,Next Level Strategic Services,27 613 857 668
National Association of Cinema Operators,PremierNational,71 619 450 841
National Affordable Housing Providers Ltd,Jacaranda Advisory,41 673 550 487
Northern Investment Holdings Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Naeco Pty Ltd,CMAX Advisory,73 130 740 546
MyState,Advisory Street Pty Ltd,28 613 329 472
My Plan Manager,TG Public Affairs,23630677673
MY MGT Pty Ltd,Australian Strategic Advisory,51623355377
My Bella Casa,Jutsum Advisory Pty Ltd,68 973 583 422
Murweh Shire Council,Taylor Connect,39 632 234 916
Neuron Mobility (Australia) Pty Ltd,PremierNational,71 619 450 841
Murdoch University,TG Public Affairs,23630677673
Mulpha Sanctuary Cove (Developments) Pty Ltd,Staerk Government and Media,32 844 592 574
MQV Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Moreton Bay Trailer Boat Club Inc,Jacaranda Advisory,41 673 550 487
MoonStake Pty Ltd,Precise Hospitality Licensing,46220117164
Moondaze Pty Ltd ,Liquor Licensing Consultants,58 679 042 968
Montezuma's Mt Gravatt Pty Ltd,Precise Hospitality Licensing,46220117164
Montezuma's Coolangatta Pty Ltd,Precise Hospitality Licensing,46220117164
Mojo's on North Pty Ltd,Jacaranda Advisory,41 673 550 487
Moggill Cafe Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Moelis & Company,Statecraft Pty Ltd,90 116 598 924
National Electrical and Communications Association,Wilkinson Butler,95164204111
Moderna TX Inc,Richardson Coutts Pty Ltd,20 126 507 211
Mineral Resources LTD,TG Public Affairs,23630677673
Minderoo Foundation,SEC Newgate,38162366056
Minda Inc,The Write Connection,55 073 965 616
Middle Green Sports Club,Jacaranda Advisory,41 673 550 487
NATIONAL ROAD TRANSPORT ASSOCIATION LIMITED,Primary Communication,36617864347
MFB Properties Pty Ltd,Commercial Licensing Specialists,33 134 318 595
METS Ignited,PolicyWonks,50 463 070 316
Metro Trains Melbourne,Conlon Advisory,11 951 391 072
Metro Trains Australia,Conlon Advisory,11 951 391 072
Minter Ellison,SEC Newgate,38162366056
Meridian Energy Ltd,The Civic Group,57 157 925 365
MediaCom,Hawker Britton,79 109 681 405
McKenzie Aged Care Group ,Santoro Consulting,21 131 482 230
McCullough Robertson Lawyers,BBS Communications Group Pty Ltd,34 010 899 779
McConaghy Properties Pty Ltd,PremierNational,71 619 450 841
National Capital Private Hospital,CMAX Advisory,73 130 740 546
McCain Foods (Australia),Porter Novelli Australia Pty Ltd,40079616050
Max Solutions Pty Ltd,Profile Consulting (Aust) Pty Ltd,47 166 122 434
Menulog,Cornerstone Group,9915 3936 719
Masdar Tribe Australia Pty Ltd,PYNE AND PARTNERS,81 634 747 363
Martinus Rail Pty Ltd,Northstar Public Affairs Pty Ltd,25 638 744 046
Martin Brothers Pty Ltd,CT Group,72600464855
Mars Petcare Australia,FPL Advisory,34123819385
MARS Australia Pty Ltd,GRACosway Pty Ltd,50 082 123 822
Metallica Minerals Ltd,Next Level Strategic Services,27 613 857 668
Marquis Macadamias,Next Level Strategic Services,27 613 857 668
Mental Health Commission of NSW,Primary Communication,36617864347
Marand Precision Engineering Pty Ltd,TG Public Affairs,23630677673
MANSKI Pty Ltd,TG Public Affairs,23630677673
Manawari Pty Ltd,Precise Hospitality Licensing,46220117164
Manasvi Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Myotherapy Association Australia,Unravelling Red Tape Pty Ltd,69 626 524 178
Magpies Sporting Club,DWS Hospitality Specialists,50 113 985 247
Maurice Blackburn,Anacta Strategies Pty Ltd,64 633 978 677
Manufacturing Australia,TG Public Affairs,23630677673
MARS WRIGLEY CONFECTIONERY,FPL Advisory,34123819385
Mahboba's Promise,Northstar Public Affairs Pty Ltd,25 638 744 046
MakeSport Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
Magnetic South,PolicyWonks,50 463 070 316
Macular Disease Foundation Australia,Ogilvy PR Agency Pty Limited,89 096 965 794
Macroplan,Spring Street Advisory,92 603 411 650
Macquarie Group Limited,Govstrat Pty Ltd,64 964 952 044
M Resources,CRISIS&COMMS CO,56 637 786 899
Magnis Energy Technologies,PolicyWonks,50 463 070 316
Lung Foundation Australia,Ogilvy PR Agency Pty Limited,89 096 965 794
Luiz Henrique Oliveira,Precise Hospitality Licensing,46220117164
Ludlow Hospitality Qld Pty Ltd atf The Ludlow Family Trust,Commercial Licensing Specialists,33 134 318 595
Lynk,Hawker Britton,79 109 681 405
LP Investments PTY LTD ATF The Rains Family Trust NO2 & WMO Exchange PTY LTD ATF The WMO Exchange Trust ,Commercial Licensing Specialists,33 134 318 595
Magia Solutions Pty Ltd,Hawker Britton,79 109 681 405
MABLE TECHNOLOGIES PTY LTD,GRACosway Pty Ltd,50 082 123 822
LMS Energy,TG Public Affairs,23630677673
LMS ENERGY PTY LTD,Walsh Stevens,18084661441
Luxury Escapes,Royce Comm,91 167 042 408
Livingbridge EP LLP,GRACosway Pty Ltd,50 082 123 822
LiveNation,Anacta Strategies Pty Ltd,64 633 978 677
LITTLE BLUE DINOSAUR FOUNDATION LIMITED,Walsh Stevens,18084661441
Lion Pty Ltd,PremierNational,71 619 450 841
Lion Australia,Next Level Strategic Services,27 613 857 668
Livius Pty Ltd,Christmas Jalili,26614088881
"Lion - Beer, Spirits & Wine Pty Ltd",Anacta Strategies Pty Ltd,64 633 978 677
Link Group,Next Level Strategic Services,27 613 857 668
Mageba Australia Pty Ltd,Cornerstone Group,9915 3936 719
Linfox,Next Level Strategic Services,27 613 857 668
Lilywhite Hotel Group,DWS Hospitality Specialists,50 113 985 247
life sciences Queensland limited,BB Win Win Outcomes,91 671 079 056
LEVIN HEALTH LIMITED,Walsh Stevens,18084661441
Mad Monkey Trading Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Lendlease Pty Ltd,TG Public Affairs,23630677673
Lime Bikes,Govstrat Pty Ltd,64 964 952 044
Lendlease Group Services Pty Limited,Hawker Britton,79 109 681 405
Lend Lease,Next Level Strategic Services,27 613 857 668
Leasr,DPG Advisory Solutions Pty Ltd,14 634 403 115
LC Distributors,PolicyWonks,50 463 070 316
Law In Order,Richardson Coutts Pty Ltd,20 126 507 211
Large Format Retail Association Limited,Primary Communication,36617864347
Langham Hotels International,Staerk Government and Media,32 844 592 574
Leda Holdings Pty Ltd,Staerk Government and Media,32 844 592 574
La Trobe University,TG Public Affairs,23630677673
KYNDRYL AUSTRALIA PTY LTD,Bossy Group,24166898488
LP & MJ Pty Ltd T/A Billys Backyard BBQ,Jacaranda Advisory,41 673 550 487
KPAT Mooloolaba Pty Ltd,Project Urban Pty Ltd,97 608 895 923
Lifeline Australia Ltd,Woodhill Communication Pty Ltd,62 613 694 189
Komune Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Lion ,Res Publica Pty Ltd,63 103 178 258
Kokonui Group,Australian Strategic Advisory,51623355377
Logos Australia Group Pty Ltd,GRACosway Pty Ltd,50 082 123 822
KTQ Developments,SAS Group,33 136 520 548
KIMBERLY-CLARK AUSTRALIA PTY LTD,GRACosway Pty Ltd,50 082 123 822
Laing O'Rourke Australia Pty Ltd,GRACosway Pty Ltd,50 082 123 822
Keppel Prince Engineering,Spring Street Advisory,92 603 411 650
Keppel Bay Sailing Club Inc,DWS Hospitality Specialists,50 113 985 247
Kentucky Fried Chicken Pty Ltd,GRACosway Pty Ltd,50 082 123 822
Kent Institute Australia Pty Ltd,Santoro Consulting,21 131 482 230
Kmart Australia Limited,GRACosway Pty Ltd,50 082 123 822
Kedron Wavell Service Club,DWS Hospitality Specialists,50 113 985 247
Kawana Waters farmers Market Pty Ltd trading as Kawana Farmers Market,Strategic Pathways Consulting,ABN 56242935104
Kawal Avi Pty Ltd,Precise Hospitality Licensing,46220117164
Kaufland,Spring Street Advisory,92 603 411 650
Katsunori Hasegawa,Commercial Licensing Specialists,33 134 318 595
Katie Rose Cottage Hospice Ltd,Strategic Pathways Consulting,ABN 56242935104
Karmo Pty Ltd,Govstrat Pty Ltd,64 964 952 044
KUMANO ATF K.KUMANO TRUST,Precise Hospitality Licensing,46220117164
Kalex Group Pty Ltd ,Commercial Licensing Specialists,33 134 318 595
K&L Gates,TG Public Affairs,23630677673
Justin Lane Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Kevin Rayner T/A Earth Espresso Bar,Jacaranda Advisory,41 673 550 487
JT Academy,PolicyWonks,50 463 070 316
Jondoral Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Johnson & Johnson Medical Pty Ltd,Ogilvy PR Agency Pty Limited,89 096 965 794
Knauf Insulation,Hawker Britton,79 109 681 405
JIGSAW GROUP (AUS) LIMITED,Walsh Stevens,18084661441
Kingspan Water & Energy Pty Limited,Woodhill Communication Pty Ltd,62 613 694 189
JAR Aerospace,Strategic Political Counsel,24613884763
Junior Adventures Group Pty Ltd,GRACosway Pty Ltd,50 082 123 822
Judo Bank,PolicyWonks,50 463 070 316
James Donald Permezel and Michael Charles Grimshaw,Liquor Licensing Consultants,58 679 042 968
Jacqualine B's Cafe Pty Ltd,Precise Hospitality Licensing,46220117164
Ixom Operations Pty Ltd,SAS Group,33 136 520 548
John Laing,Spring Street Advisory,92 603 411 650
ITV,Next Level Strategic Services,27 613 857 668
ISS Facilities Services Australia Limited ,GRACosway Pty Ltd,50 082 123 822
JCK Corporation Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Isis Central Sugar Milling Company,PolicyWonks,50 463 070 316
Janssen Australia and New Zealand,Ogilvy PR Agency Pty Limited,89 096 965 794
IRESS LIMITED,Ogilvy PR Agency Pty Limited,89 096 965 794
Ipswich Jets Rugby League Football Club,DWS Hospitality Specialists,50 113 985 247
Ipsen Pty Ltd,Ogilvy PR Agency Pty Limited,89 096 965 794
Iplex Pipelines Australia Pty Limited,GRACosway Pty Ltd,50 082 123 822
IOOF Holdings Limited,TG Public Affairs,23630677673
Israel Aerospace Industries Ltd,CMAX Advisory,73 130 740 546
InvoCare Australia,Alistair Nicholas Consulting Pty Ltd,81 655 939 852
Isaac Regional Council,Jacaranda Advisory,41 673 550 487
Janjade Pty Ltd ATF Jabja Trust,Jacaranda Advisory,41 673 550 487
IntoWork,BB Win Win Outcomes,91 671 079 056
INTERNATIONAL SOS (AUSTRALASIA) PTY. LTD.,CMAX Advisory,73 130 740 546
International Power (Australia) Pty Ltd,TG Public Affairs,23630677673
Intergen (Australia),The Write Connection,55 073 965 616
Integrous Consulting Pty Ltd,Jutsum Advisory Pty Ltd,68 973 583 422
Institute of Urban Indigenous Health,Anacta Strategies Pty Ltd,64 633 978 677
investLogan,BBS Communications Group Pty Ltd,34 010 899 779
Ipswich RSL,Zealifi,66 129 799 408
Ingham Property,Iemma Patterson Premier Advisory,53 830 148 273
Ingenia Communities Holdings Ltd,BBS Communications Group Pty Ltd,34 010 899 779
Infrastructure Finance Australia Pty Ltd,TG Public Affairs,23630677673
Indra Australia,CMAX Advisory,73 130 740 546
integratedliving Australia Ltd (ABN 95130 530 844),Australian Public Affairs,20 098 705 403
Inderjit Pal Singh Jaiswal,Commercial Licensing Specialists,33 134 318 595
INDEPENDENT FOOTBALL AUSTRALIA LIMITED,Walsh Stevens,18084661441
Ipswich City Council,Hawker Britton,79 109 681 405
In Roma Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Intercare Training,Counsel House Pty Ltd,35 631 919 009
In Queensland Media,Hawker Britton,79 109 681 405
Imperium Tourism Holdings Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
Iluka Resources Limited,TG Public Affairs,23630677673
Ignition Advice,DPG Advisory Solutions Pty Ltd,14 634 403 115
IFM Investors Pty Ltd,TG Public Affairs,23630677673
Infoxchange,Spring Street Advisory,92 603 411 650
iEDM,Jutsum Advisory Pty Ltd,68 973 583 422
Indigo Group,Next Level Strategic Services,27 613 857 668
Iedm,Staerk Government and Media,32 844 592 574
Identity Systems Australia,Christmas Jalili,26614088881
Idemitsu Australia Pty Ltd,CRISIS&COMMS CO,56 637 786 899
ICS Service Solutions,Hawker Britton,79 109 681 405
Iconport Pty Ltd ,Commercial Licensing Specialists,33 134 318 595
Icon,Jutsum Advisory Pty Ltd,68 973 583 422
Ichiba Retail Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Impossible Foods,TG Public Affairs,23630677673
HYPETAP PTY LTD,Sling and Stone,87 145 965 466
Hydrogen Mobility  Australia Ltd,Primary Communication,36617864347
HVP Plantations,Porter Novelli Australia Pty Ltd,40079616050
Hutchison Ports Australia,Barton Deakin,65 140 067 287
Huntsman Property Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
Hunter Institute of Mental Health,Primary Communication,36617864347
Humanetix Pty Limited (ABN 58 147 390 056),Australian Public Affairs,20 098 705 403
Huhtamaki Oyj,GRACosway Pty Ltd,50 082 123 822
HUBSPOT AUSTRALIA PTY LTD,Sling and Stone,87 145 965 466
HRC ANZ Hodings Pty Ltd,Liquor Licensing Consultants,58 679 042 968
HPPL,CRISIS&COMMS CO,56 637 786 899
iFarm,TG Public Affairs,23630677673
Horn Watson,PolicyWonks,50 463 070 316
Hyundai Rotem Company,Anacta Strategies Pty Ltd,64 633 978 677
Homes for Homes Limited,Antinomies Advisory Ptd Ltd,35 441 514 971
Hologic (Australia),CMAX Advisory,73 130 740 546
Inghams,Preferment Associates,30432308596
Holmwood Highgate,BB Win Win Outcomes,91 671 079 056
Holey Moley Australia Pty Ltd,Liquor Licensing Consultants,58 679 042 968
HM Developments Qld Pty Ltd,Project Urban Pty Ltd,97 608 895 923
Hillcrest Christian College,Staerk Government and Media,32 844 592 574
Hertz,SEC Newgate,38162366056
Heritage Minerals,PolicyWonks,50 463 070 316
Independent Higher Education Australia,TG Public Affairs,23630677673
HELMONT ENERGY PTY LTD,Walsh Stevens,18084661441
Horton Park Golf Club Maroochydore Inc,DWS Hospitality Specialists,50 113 985 247
Helensvale Property Development Pty Ltd,Spring Street Advisory,92 603 411 650
Helensvale Bowls Club Ltd ,Commercial Licensing Specialists,33 134 318 595
HRS Group,Richardson Coutts Pty Ltd,20 126 507 211
Heart of Australia,Kurrajong Strategic Counsel,14 625 954 912
Hensoldt Australia,Pynfall Pty Ltd,39 008 566 943
Heart Foundation,SEC Newgate,38162366056
Healthy Bones Australia,Nexus APAC Pty Ltd,76 615 655 699
Honeycombes Property Group,Next Level Strategic Services,27 613 857 668
Healthcare Logic Pty Ltd,Santoro Consulting,21 131 482 230
HDI-BB Pty Ltd,Rowland Pty Ltd,59 011 033 364
HCL,The PR Counsel Pty Ltd,27611490325
HCF,Ogilvy PR Agency Pty Limited,89 096 965 794
Holding Redlich,Hawker Britton,79 109 681 405
Healthscope,Promedia Public Relations,52 010 453 826
Healthscope Operations Pty Ltd,GRACosway Pty Ltd,50 082 123 822
Helbiz,Michelson Alexander Pty Ltd,50 660 359 866
Hancock Prospecting Pty Ltd,PolicyWonks,50 463 070 316
Halcyon,Project Urban Pty Ltd,97 608 895 923
Helitak Fire Fighting Equipment Pty Ltd,Strategic Pathways Consulting,ABN 56242935104
Haemophilia Foundation Australia,Ogilvy PR Agency Pty Limited,89 096 965 794
Habitat Development Group,Next Level Strategic Services,27 613 857 668
HBPharmacy,BB Win Win Outcomes,91 671 079 056
Gundwane P/L atf the BFG Trust ,Commercial Licensing Specialists,33 134 318 595
GUN CONTROL AUSTRALIA LTD,Walsh Stevens,18084661441
Hanwha Energy Australia,Spring Street Advisory,92 603 411 650
Group of 100 Incorporated,Profile Consulting (Aust) Pty Ltd,47 166 122 434
Hardwork Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Grosvenor Holdings (QLD) Pty Ltd ,Commercial Licensing Specialists,33 134 318 595
Grocon Pty Ltd,Profile Consulting (Aust) Pty Ltd,47 166 122 434
Grill'd Pty Ltd,Liquor Licensing Consultants,58 679 042 968
HANCOCK COAL PTY LTD,Forrester Consulting,48 697 260 710
Griffith University,Nexus APAC Pty Ltd,76 615 655 699
GreyScan Pty Ltd,TG Public Affairs,23630677673
Hanson Pty Ltd,Rowland Pty Ltd,59 011 033 364
Greg Clark,Project Urban Pty Ltd,97 608 895 923
Greenvale Mining,Staerk Government and Media,32 844 592 574
GreenCollar,Social Impact (Qld),13 112 982 323
Hanseath Pty Ltd,Project Urban Pty Ltd,97 608 895 923
Green Chilies Pty Ltd,Liquor Licensing Consultants,58 679 042 968
H&R Block,Nexus APAC Pty Ltd,76 615 655 699
Granville Hotel (Qld) Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Gulf Coast Group,SAS Group,33 136 520 548
Grifols Australia,Statecraft Pty Ltd,90 116 598 924
Group of 100  inc.,Woodhill Communication Pty Ltd,62 613 694 189
GrainCorp,Taylor Connect,39 632 234 916
GR & R Martin Enterprises Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Greenbank RSL,DWS Hospitality Specialists,50 113 985 247
Google Australia,TG Public Affairs,23630677673
Goodstart Early Learning,TG Public Affairs,23630677673
Good Shepherd AUNZ,Michelson Alexander Pty Ltd,50 660 359 866
Gondwana Testing Technology Circuits Queensland,Anacta Strategies Pty Ltd,64 633 978 677
Golf Queensland,Next Level Strategic Services,27 613 857 668
Golf Australia,Next Level Strategic Services,27 613 857 668
Golding Contractors Pty Ltd,Cannings Purple,37 108 802 366
Goldfields,PolicyWonks,50 463 070 316
Goals A+N,Richardson Coutts Pty Ltd,20 126 507 211
Granite Belt Water Limited,Anacta Strategies Pty Ltd,64 633 978 677
Greenex Pty Ltd,Cornerstone Group,9915 3936 719
Go1,Hawker Britton,79 109 681 405
Glencore Holdings Australia Pty Ltd,Nexus APAC Pty Ltd,76 615 655 699
GJMY Pty Ltd,Liquor Licensing Consultants,58 679 042 968
GJ & PM Investments Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Ginger N Garlic Curry House Pty Ltd,Precise Hospitality Licensing,46220117164
Gillz Food Pty Ltd,Precise Hospitality Licensing,46220117164
Gilead Sciences,Ogilvy PR Agency Pty Limited,89 096 965 794
Graymont,Hawker Britton,79 109 681 405
gess education,BB Win Win Outcomes,91 671 079 056
Geotourism Forum of Ecotourism Australia,Leisure Solutions,61 982 432 138
Geon Property,BBS Communications Group Pty Ltd,34 010 899 779
GenesisCare,Nexus APAC Pty Ltd,76 615 655 699
General Mills Australia New Zealand,Porter Novelli Australia Pty Ltd,40079616050
Goa Billboards,Govstrat Pty Ltd,64 964 952 044
Genamson Pty Ltd,Narration,29010732368
GemLife,Staerk Government and Media,32 844 592 574
GCHKP Pty Ltd,Jutsum Advisory Pty Ltd,68 973 583 422
Gravitytech Group,Anacta Strategies Pty Ltd,64 633 978 677
GCB Constructions Pty Ltd,BBS Communications Group Pty Ltd,34 010 899 779
Gasparin Group Pty Ltd,GR Solutions,28 125 233 543
Gas Industry Alliance,Primary Communication,36617864347
Gas Energy Australia,Next Level Strategic Services,27 613 857 668
Gary Smithers ,Commercial Licensing Specialists,33 134 318 595
Gardian Technologies,Northstar Public Affairs Pty Ltd,25 638 744 046
"Gansons Pty Ltd, Ganboys Pty Ltd and Ganbros Pty Ltd",Social Impact (Qld),13 112 982 323
Gameloft,CRISIS&COMMS CO,56 637 786 899
Goomeri Motel,Jacaranda Advisory,41 673 550 487
GAMA Healthcare,Nexus APAC Pty Ltd,76 615 655 699
Gailes Golf Club,Anacta Strategies Pty Ltd,64 633 978 677
